date,year,month,ticker,sector,esg_score,esg_persistent,esg_z,esg_q_z,esg_change_12m,esg_momentum_z,esg_reported_change_12m,ret_m,idio_vol_ann,realised_vol_ann,beta,ev_bn,esg_letter
2018-11-30,2018,11,SIM134,Health Care,15.08,14.74,-1.7827,-1.8176,-0.549,-0.1438,0.844,3.2043,16.47,27.4,1.164,217.18,CCC
2018-11-30,2018,11,SIM135,Real Estate,42.46,43.47,0.635,0.7364,-4.31,-0.9789,-4.101,-2.4097,13.22,18.02,0.934,445.58,A
2018-11-30,2018,11,SIM136,Health Care,36.13,35.26,0.0759,0.0065,-1.017,-0.2477,-2.772,-5.1483,15.46,24.45,0.999,150.0,BBB
2018-11-30,2018,11,SIM137,Materials,18.6,19.15,-1.4719,-1.4257,-4.196,-0.9535,-4.801,11.5626,23.7,29.19,1.128,103.9,CCC
2018-11-30,2018,11,SIM138,Industrials,23.04,24.09,-1.08,-0.987,2.394,0.5096,2.368,2.199,19.46,32.3,1.089,158.19,B
2018-11-30,2018,11,SIM139,Communication Services,47.0,46.4,1.0364,0.9966,-4.265,-0.969,-3.62,3.1983,18.9,42.63,0.91,83.02,AA
2018-11-30,2018,11,SIM140,Information Technology,26.56,27.23,-0.7688,-0.7079,-7.815,-1.757,-8.182,-4.79,28.96,48.7,1.064,135.29,B
2018-11-30,2018,11,SIM141,Industrials,34.24,33.52,-0.0907,-0.1487,0.969,0.1933,-0.206,8.3499,20.88,25.41,1.013,29.04,BBB
2018-11-30,2018,11,SIM142,Industrials,42.93,44.22,0.6765,0.8025,9.163,2.0126,6.362,-0.5962,18.4,40.74,0.928,31.62,A
2018-11-30,2018,11,SIM143,Consumer Staples,29.49,30.57,-0.5103,-0.4107,4.056,0.8786,3.196,1.7277,15.52,14.16,1.037,130.79,BB
2018-11-30,2018,11,SIM144,Consumer Staples,43.67,41.82,0.7419,0.5897,3.282,0.7069,9.244,-1.1298,11.04,20.87,0.947,8.11,AA
2018-11-30,2018,11,SIM145,Utilities,45.73,49.02,0.9238,1.2292,-1.334,-0.3181,-4.898,-8.143,15.59,21.61,0.889,10.99,AA
2018-11-30,2018,11,SIM146,Industrials,31.24,28.0,-0.3562,-0.6393,-0.203,-0.0671,4.367,-0.861,20.92,36.25,1.058,5.13,BB
2018-11-30,2018,11,SIM147,Consumer Staples,24.08,23.19,-0.988,-1.0666,0.07,-0.0064,0.289,-2.8368,27.05,27.39,1.096,127.85,B
2018-11-30,2018,11,SIM148,Financial Services,34.21,35.81,-0.0937,0.055,1.297,0.266,0.222,1.4485,22.26,26.81,0.995,42.11,BBB
2018-11-30,2018,11,SIM149,Materials,39.87,39.3,0.4066,0.365,9.339,2.0517,8.6,5.8991,17.4,27.18,0.967,338.83,A
2018-11-30,2018,11,SIM150,Communication Services,50.14,49.4,1.3132,1.2632,9.931,2.1831,12.37,12.2599,19.95,37.26,0.886,30.79,AAA
2018-11-30,2018,11,SIM151,Communication Services,41.2,39.29,0.5234,0.3649,-7.612,-1.7121,-6.385,7.6032,24.72,24.81,0.967,44.47,A
2018-11-30,2018,11,SIM152,Consumer Discretionary,38.57,38.62,0.2915,0.3049,-4.669,-1.0586,-5.213,4.0907,27.61,32.1,0.973,21.35,A
2018-11-30,2018,11,SIM153,Health Care,31.41,28.0,-0.3409,-0.639,4.498,0.9767,6.902,-6.5777,13.88,20.33,1.058,64.12,BB
2018-11-30,2018,11,SIM154,Industrials,34.11,36.38,-0.1026,0.1055,0.669,0.1266,-2.36,0.0619,23.06,33.16,0.991,76.27,BBB
2018-11-30,2018,11,SIM155,Consumer Discretionary,54.74,55.06,1.7192,1.7669,8.419,1.8473,7.418,7.8466,24.58,40.97,0.841,29.16,AAA
2018-11-30,2018,11,SIM156,Consumer Staples,48.53,45.48,1.171,0.9145,8.266,1.8133,7.609,6.6239,15.61,20.25,0.918,61.76,AA
2018-11-30,2018,11,SIM157,Communication Services,26.66,27.4,-0.7605,-0.6928,-3.943,-0.8973,-4.57,4.7183,17.09,24.31,1.062,171.57,B
2018-11-30,2018,11,SIM158,Health Care,31.75,30.85,-0.3107,-0.3862,10.98,2.416,11.282,6.9606,24.83,33.24,1.035,82.02,BB
2018-11-30,2018,11,SIM159,Health Care,38.77,37.72,0.309,0.2247,-3.064,-0.7022,-3.441,-9.0993,27.46,19.07,0.98,33.06,A
2018-11-30,2018,11,SIM160,Consumer Staples,32.43,31.92,-0.2505,-0.2906,-14.061,-3.1439,-14.491,2.6239,9.03,24.67,1.026,29.38,BB
2018-12-31,2018,12,SIM001,Industrials,41.53,40.63,0.5754,0.4913,-1.352,-0.2886,-1.892,-8.0934,17.19,25.97,0.956,134.64,A
2018-12-31,2018,12,SIM002,Information Technology,41.72,42.65,0.5926,0.6716,-2.803,-0.603,-3.633,-11.612,20.47,25.41,0.94,227.69,A
2018-12-31,2018,12,SIM003,Industrials,33.34,35.32,-0.1515,0.0168,5.522,1.2009,2.207,-7.2,7.86,20.42,0.998,232.88,BBB
2018-12-31,2018,12,SIM004,Information Technology,54.69,55.9,1.7439,1.8556,-0.339,-0.0691,-2.548,-3.2762,29.64,24.51,0.833,90.69,AAA
2018-12-31,2018,12,SIM005,Financial Services,34.6,35.58,-0.0399,0.0401,0.472,0.1066,0.621,-9.9725,9.63,25.51,0.996,51.12,BBB
2018-12-31,2018,12,SIM006,Industrials,49.68,51.93,1.2995,1.5006,-5.781,-1.2485,-6.736,-2.1902,17.29,22.5,0.865,132.11,AAA
2018-12-31,2018,12,SIM007,Energy,19.58,18.26,-1.3736,-1.5081,7.183,1.5608,9.396,-4.3315,14.91,21.08,1.136,48.15,CCC
2018-12-31,2018,12,SIM008,Industrials,41.17,39.12,0.5434,0.3564,0.185,0.0444,0.586,-1.9111,15.01,18.68,0.968,52.66,A
2018-12-31,2018,12,SIM009,Industrials,51.77,50.76,1.4847,1.3968,0.884,0.1959,3.681,-8.8974,23.14,44.63,0.874,72.65,AAA
2018-12-31,2018,12,SIM010,Industrials,22.47,20.15,-1.117,-1.3397,-3.698,-0.7969,-2.392,8.1958,26.52,50.21,1.121,19.97,B
2018-12-31,2018,12,SIM011,Information Technology,46.17,44.51,0.9877,0.8378,-2.102,-0.4512,-2.267,-1.4243,16.7,13.66,0.925,193.36,AA
2018-12-31,2018,12,SIM012,Information Technology,49.79,44.66,1.3087,0.851,3.876,0.8442,6.399,-2.6102,10.35,28.88,0.923,34.14,AAA
2018-12-31,2018,12,SIM013,Consumer Discretionary,30.39,32.47,-0.4135,-0.2379,-0.567,-0.1185,-1.925,-10.0883,28.74,37.4,1.021,51.02,BB
2018-12-31,2018,12,SIM014,Financial Services,54.19,49.62,1.7,1.2942,-0.619,-0.1298,5.151,-1.6787,8.5,26.1,0.884,213.56,AAA
2018-12-31,2018,12,SIM015,Consumer Staples,44.4,45.96,0.8307,0.9671,3.196,0.697,-1.32,3.6029,19.29,31.08,0.913,18.03,AA
2018-12-31,2018,12,SIM016,Industrials,28.47,28.7,-0.5839,-0.5753,-2.838,-0.6106,-3.781,-14.8884,24.89,24.65,1.052,33.44,BB
2018-12-31,2018,12,SIM017,Utilities,39.12,39.22,0.3616,0.365,4.51,0.9816,8.013,-12.4185,27.95,29.15,0.967,31.3,A
2018-12-31,2018,12,SIM018,Information Technology,30.22,30.04,-0.4287,-0.455,-2.398,-0.5153,-1.903,-14.5819,33.53,25.26,1.041,37.52,BB
2018-12-31,2018,12,SIM019,Health Care,14.95,17.29,-1.784,-1.5954,0.867,0.1921,-3.442,-4.2729,13.32,38.02,1.144,72.43,CCC
2018-12-31,2018,12,SIM020,Consumer Staples,34.04,34.52,-0.0895,-0.0554,2.272,0.4966,2.356,-2.8048,34.27,32.55,1.005,83.81,BBB
2018-12-31,2018,12,SIM021,Information Technology,58.6,58.23,2.0914,2.0639,2.615,0.5709,3.622,-3.7881,32.54,27.38,0.814,36.3,AAA
2018-12-31,2018,12,SIM022,Financial Services,32.13,33.97,-0.2589,-0.1045,-8.341,-1.8031,-10.336,-5.0857,30.36,26.49,1.009,8.86,BB
2018-12-31,2018,12,SIM023,Industrials,24.5,23.68,-0.9365,-1.0241,-1.282,-0.2735,2.255,3.5169,12.48,25.19,1.092,103.22,B
2018-12-31,2018,12,SIM024,Consumer Discretionary,42.97,43.85,0.7037,0.7787,1.675,0.3673,-0.374,-3.9584,5.3,19.79,0.93,15.11,A
2018-12-31,2018,12,SIM025,Utilities,34.25,36.57,-0.0712,0.1286,-1.512,-0.3233,-1.378,-4.015,14.57,25.47,0.988,426.04,BBB
2018-12-31,2018,12,SIM026,Information Technology,41.93,42.58,0.6106,0.6657,-5.41,-1.168,-2.968,1.3942,21.81,39.97,0.94,44.75,A
2018-12-31,2018,12,SIM027,Consumer Discretionary,43.83,45.58,0.7794,0.9335,2.195,0.48,0.935,-7.9999,29.76,34.34,0.916,76.63,AA
2018-12-31,2018,12,SIM028,Consumer Staples,50.46,51.05,1.3682,1.4222,-1.48,-0.3164,-4.85,-6.5593,9.0,16.44,0.872,201.45,AAA
2018-12-31,2018,12,SIM029,Utilities,45.69,45.43,0.9448,0.9198,-1.168,-0.2487,-0.918,-12.8208,15.94,21.19,0.917,121.86,AA
2018-12-31,2018,12,SIM030,Utilities,41.25,42.42,0.5511,0.651,-5.893,-1.2726,-6.497,-9.604,15.3,21.11,0.941,264.33,A
2018-12-31,2018,12,SIM031,Information Technology,41.26,39.53,0.5511,0.3929,-6.231,-1.3459,-4.185,-7.9209,14.78,17.02,0.965,83.4,A
2018-12-31,2018,12,SIM032,Utilities,39.97,39.32,0.4372,0.3741,-5.59,-1.207,-3.479,-4.8317,8.02,16.54,0.966,56.19,A
2018-12-31,2018,12,SIM033,Utilities,43.85,44.18,0.7812,0.8081,5.637,1.2259,5.755,-4.5234,16.58,25.36,0.927,29.95,AA
2018-12-31,2018,12,SIM034,Consumer Staples,19.43,19.98,-1.3865,-1.3549,-6.016,-1.2993,-5.563,-3.2502,33.12,39.89,1.122,18.43,CCC
2018-12-31,2018,12,SIM035,Materials,22.92,21.29,-1.0771,-1.2378,-0.438,-0.0905,-0.191,18.7135,27.17,27.88,1.111,14.64,B
2018-12-31,2018,12,SIM036,Consumer Staples,31.57,29.26,-0.3092,-0.5254,0.282,0.0654,3.738,-11.2424,24.79,22.03,1.047,11.37,BB
2018-12-31,2018,12,SIM037,Information Technology,17.87,19.69,-1.5249,-1.3802,-3.07,-0.6609,-4.51,-4.2618,22.64,28.22,1.124,6.28,CCC
2018-12-31,2018,12,SIM038,Materials,17.48,15.58,-1.5594,-1.7476,-3.129,-0.6738,1.434,-12.3581,17.82,22.73,1.157,81.56,CCC
2018-12-31,2018,12,SIM039,Communication Services,19.95,17.21,-1.3406,-1.6024,1.35,0.2969,5.034,-8.4753,14.41,30.6,1.144,13.69,CCC
2018-12-31,2018,12,SIM040,Consumer Staples,24.56,24.93,-0.9316,-0.9119,-1.173,-0.2498,-1.715,-13.1377,30.18,35.05,1.082,9.47,B
2018-12-31,2018,12,SIM041,Consumer Discretionary,33.52,32.56,-0.1355,-0.2301,-5.15,-1.1117,-4.662,-18.83,38.63,30.17,1.021,22.51,BBB
2018-12-31,2018,12,SIM042,Utilities,51.87,53.19,1.4936,1.6133,0.379,0.0864,-1.885,-8.8701,10.77,24.38,0.855,145.54,AAA
2018-12-31,2018,12,SIM043,Financial Services,28.47,29.17,-0.5838,-0.5335,3.935,0.8571,3.194,-0.5172,17.81,20.01,1.048,37.51,BB
2018-12-31,2018,12,SIM044,Financial Services,27.24,27.21,-0.693,-0.7086,6.174,1.3423,5.868,8.3853,22.41,31.78,1.064,26.97,BB
2018-12-31,2018,12,SIM045,Consumer Staples,40.65,41.85,0.497,0.6002,4.905,1.0671,2.004,-3.0714,12.26,17.52,0.946,483.1,A
2018-12-31,2018,12,SIM046,Consumer Staples,39.18,39.5,0.3671,0.3905,2.839,0.6196,-0.063,-16.2715,23.58,33.22,0.965,48.43,A
2018-12-31,2018,12,SIM047,Health Care,16.0,17.43,-1.6914,-1.5829,4.969,1.0811,1.536,13.4862,26.1,59.8,1.142,21.14,CCC
2018-12-31,2018,12,SIM048,Information Technology,60.66,61.51,2.2742,2.3575,1.763,0.3863,-0.57,-4.1439,3.89,29.48,0.788,23.85,AAA
2018-12-31,2018,12,SIM049,Energy,16.94,16.99,-1.6074,-1.6215,-1.413,-0.3019,-0.334,0.4823,26.9,33.71,1.146,288.74,CCC
2018-12-31,2018,12,SIM050,Utilities,44.21,44.23,0.8138,0.8128,3.123,0.6811,3.677,-5.1645,12.95,22.14,0.927,171.63,AA
2018-12-31,2018,12,SIM051,Health Care,27.7,28.98,-0.6526,-0.5506,-4.501,-0.9711,-4.414,-9.9824,12.9,17.02,1.05,144.84,BB
2018-12-31,2018,12,SIM052,Financial Services,26.32,24.06,-0.775,-0.9903,-3.525,-0.7594,0.23,-10.8478,22.39,37.16,1.089,290.55,B
2018-12-31,2018,12,SIM053,Consumer Staples,34.32,34.97,-0.0651,-0.0147,10.642,2.3104,10.863,-8.6628,13.27,27.62,1.001,44.36,BBB
2018-12-31,2018,12,SIM054,Industrials,35.32,34.34,0.0244,-0.0709,1.0,0.221,2.991,-2.8337,13.77,26.81,1.006,156.6,BBB
2018-12-31,2018,12,SIM055,Information Technology,29.67,30.13,-0.4775,-0.4472,2.172,0.4751,0.518,-1.7288,33.06,33.2,1.04,178.01,BB
2018-12-31,2018,12,SIM056,Information Technology,33.2,35.04,-0.1643,-0.0084,-0.581,-0.1215,-2.113,-6.3204,32.97,24.46,1.001,17.89,BBB
2018-12-31,2018,12,SIM057,Energy,3.42,5.21,-2.808,-2.6746,-3.156,-0.6796,-4.688,-10.3529,35.37,43.32,1.241,234.59,CCC
2018-12-31,2018,12,SIM058,Financial Services,4.28,4.45,-2.7314,-2.7427,1.298,0.2856,-1.276,-14.9937,28.42,35.32,1.247,90.87,CCC
2018-12-31,2018,12,SIM059,Energy,18.94,19.92,-1.4305,-1.3597,3.625,0.7899,1.727,-3.7399,27.61,44.19,1.122,18.31,CCC
2018-12-31,2018,12,SIM060,Consumer Discretionary,28.3,27.72,-0.5991,-0.6631,-0.95,-0.2016,-0.538,-3.6632,20.37,41.05,1.06,36.31,BB
2018-12-31,2018,12,SIM061,Health Care,18.85,17.91,-1.4384,-1.5391,2.506,0.5473,3.65,1.1249,23.06,26.26,1.139,14.18,CCC
2018-12-31,2018,12,SIM062,Communication Services,34.56,36.08,-0.0436,0.0846,-1.357,-0.2897,-3.699,-3.5853,20.76,25.09,0.992,47.39,BBB
2018-12-31,2018,12,SIM063,Information Technology,27.82,26.86,-0.6417,-0.7393,5.205,1.1322,7.111,-16.692,31.81,25.08,1.067,18.6,BB
2018-12-31,2018,12,SIM064,Information Technology,48.25,48.12,1.172,1.1608,-0.155,-0.0293,0.652,-9.1435,11.27,20.4,0.896,33.93,AA
2018-12-31,2018,12,SIM065,Communication Services,27.34,25.87,-0.6844,-0.8284,-4.677,-1.0091,-3.16,-22.9689,15.83,32.33,1.075,19.48,BB
2018-12-31,2018,12,SIM066,Consumer Discretionary,18.93,19.78,-1.4307,-1.3725,-5.847,-1.2628,-8.943,-18.9463,37.54,36.21,1.124,17.19,CCC
2018-12-31,2018,12,SIM067,Information Technology,51.53,51.33,1.4635,1.4476,-0.312,-0.0633,-1.725,1.823,21.56,26.13,0.87,90.6,AAA
2018-12-31,2018,12,SIM068,Utilities,39.36,39.98,0.3827,0.4334,-9.646,-2.0858,-9.159,-10.163,16.62,24.78,0.961,306.22,A
2018-12-31,2018,12,SIM069,Communication Services,32.16,34.17,-0.2563,-0.0861,-2.765,-0.5947,-4.547,-12.4125,27.8,30.8,1.008,22.63,BB
2018-12-31,2018,12,SIM070,Real Estate,41.51,43.75,0.574,0.77,5.583,1.2142,2.638,2.3918,15.25,31.13,0.931,207.32,A
2018-12-31,2018,12,SIM071,Materials,22.72,23.92,-1.0945,-1.0021,-6.774,-1.4636,-11.017,2.911,26.32,30.4,1.09,22.78,B
2018-12-31,2018,12,SIM072,Financial Services,33.54,34.82,-0.1342,-0.0278,2.242,0.4902,0.318,3.4569,30.12,34.88,1.003,10.04,BBB
2018-12-31,2018,12,SIM073,Consumer Discretionary,31.13,30.45,-0.348,-0.4188,-8.327,-1.8,-10.783,-15.0998,17.54,25.36,1.038,29.71,BB
2018-12-31,2018,12,SIM074,Real Estate,42.86,42.56,0.6939,0.6635,-3.233,-0.6963,-2.856,-5.2955,4.47,15.51,0.94,154.96,A
2018-12-31,2018,12,SIM075,Health Care,21.89,24.66,-1.1683,-0.936,-8.427,-1.8218,-10.463,-5.7653,26.26,23.45,1.084,473.34,B
2018-12-31,2018,12,SIM076,Consumer Discretionary,37.3,37.65,0.1998,0.2245,0.782,0.1737,2.198,1.2257,24.33,19.77,0.98,13.4,BBB
2018-12-31,2018,12,SIM077,Information Technology,37.16,38.95,0.1879,0.3413,-4.678,-1.0094,-6.499,-2.53,14.15,25.43,0.969,82.92,BBB
2018-12-31,2018,12,SIM078,Information Technology,33.87,31.83,-0.1048,-0.2958,-4.491,-0.9689,-2.078,0.4192,38.1,30.24,1.027,50.88,BBB
2018-12-31,2018,12,SIM079,Information Technology,25.79,25.76,-0.8224,-0.8383,-0.212,-0.0417,1.978,-2.5293,22.68,19.2,1.075,30.54,B
2018-12-31,2018,12,SIM080,Consumer Staples,33.4,36.4,-0.1467,0.113,5.184,1.1277,1.497,-7.4558,14.14,18.26,0.99,111.74,BBB
2018-12-31,2018,12,SIM081,Consumer Discretionary,29.39,28.09,-0.5022,-0.6296,-5.775,-1.2471,-4.821,-8.1681,21.99,32.73,1.057,175.59,BB
2018-12-31,2018,12,SIM082,Information Technology,52.54,50.49,1.553,1.3724,-0.751,-0.1583,0.167,-9.0606,18.76,31.83,0.876,81.19,AAA
2018-12-31,2018,12,SIM083,Communication Services,30.17,27.88,-0.4332,-0.648,-1.041,-0.2213,0.612,-10.7536,22.53,32.35,1.058,291.48,BB
2018-12-31,2018,12,SIM084,Communication Services,42.77,41.98,0.6852,0.6114,-3.695,-0.7963,-5.648,-8.2173,11.17,22.93,0.945,107.32,A
2018-12-31,2018,12,SIM085,Utilities,26.19,29.53,-0.7866,-0.5009,3.966,0.8638,2.044,-7.8429,22.67,24.96,1.045,93.18,B
2018-12-31,2018,12,SIM086,Consumer Discretionary,28.01,28.81,-0.6251,-0.5653,1.252,0.2757,1.315,-7.7714,23.0,27.86,1.051,421.79,BB
2018-12-31,2018,12,SIM087,Consumer Discretionary,37.97,35.45,0.2592,0.028,0.261,0.0609,3.254,2.5572,20.71,16.56,0.997,67.49,A
2018-12-31,2018,12,SIM088,Industrials,50.8,51.39,1.3987,1.4527,1.908,0.4178,2.529,2.074,21.82,19.34,0.869,82.84,AAA
2018-12-31,2018,12,SIM089,Financial Services,25.92,27.75,-0.8108,-0.6597,4.083,0.8892,0.835,-5.311,18.94,19.4,1.059,72.49,B
2018-12-31,2018,12,SIM090,Communication Services,42.11,41.58,0.6273,0.576,3.26,0.7109,5.141,-7.2593,11.37,20.26,0.948,24.96,A
2018-12-31,2018,12,SIM091,Information Technology,51.69,50.87,1.4773,1.4061,11.248,2.4419,12.529,-7.7749,16.89,31.2,0.873,79.95,AAA
2018-12-31,2018,12,SIM092,Real Estate,33.09,33.9,-0.174,-0.1101,4.56,0.9925,2.87,-0.8065,32.61,27.81,1.01,25.74,BBB
2018-12-31,2018,12,SIM093,Information Technology,41.87,42.49,0.6055,0.657,-0.985,-0.2091,-1.018,-3.6907,26.2,33.42,0.941,4.57,A
2018-12-31,2018,12,SIM094,Financial Services,33.08,35.84,-0.1744,0.0632,10.689,2.3207,10.186,-9.0977,25.76,46.44,0.994,53.84,BBB
2018-12-31,2018,12,SIM095,Industrials,26.1,25.34,-0.794,-0.8755,0.717,0.1597,2.058,-6.9091,19.66,32.29,1.079,73.04,B
2018-12-31,2018,12,SIM096,Consumer Staples,32.62,33.6,-0.2152,-0.1375,-9.671,-2.0914,-11.538,-4.3171,18.8,23.49,1.012,32.68,BBB
2018-12-31,2018,12,SIM097,Information Technology,52.33,53.4,1.5346,1.6327,-0.305,-0.0618,-1.225,-4.9826,20.14,21.09,0.853,27.31,AAA
2018-12-31,2018,12,SIM098,Health Care,27.47,29.95,-0.6732,-0.4631,2.062,0.4512,1.221,-6.9158,20.26,34.03,1.042,54.01,BB
2018-12-31,2018,12,SIM099,Information Technology,54.47,53.52,1.7241,1.6433,0.581,0.1303,-1.016,-7.9327,24.62,33.82,0.852,51.88,AAA
2018-12-31,2018,12,SIM100,Information Technology,37.21,40.54,0.1921,0.4831,-0.301,-0.0609,-5.775,-4.4441,4.57,20.89,0.957,28.5,BBB
2018-12-31,2018,12,SIM101,Industrials,52.56,51.09,1.5544,1.4263,6.938,1.5078,7.007,-9.1498,28.99,23.76,0.872,30.71,AAA
2018-12-31,2018,12,SIM102,Consumer Discretionary,22.54,23.63,-1.1109,-1.0287,-1.377,-0.2941,-2.5,-16.9707,37.98,30.61,1.093,62.64,B
2018-12-31,2018,12,SIM103,Materials,20.96,19.78,-1.2507,-1.3725,7.696,1.672,7.587,-1.8151,41.64,47.97,1.124,26.58,B
2018-12-31,2018,12,SIM104,Information Technology,39.91,37.46,0.4317,0.2076,2.11,0.4615,4.888,-16.1414,16.15,36.43,0.981,78.53,A
2018-12-31,2018,12,SIM105,Health Care,44.73,43.08,0.8599,0.7103,3.843,0.8371,5.708,-3.8964,14.66,20.12,0.936,55.84,AA
2018-12-31,2018,12,SIM106,Health Care,42.46,42.63,0.658,0.6702,-1.709,-0.366,-1.278,1.2567,16.71,20.49,0.94,115.77,A
2018-12-31,2018,12,SIM107,Consumer Discretionary,23.3,25.44,-1.0429,-0.8663,2.304,0.5037,-2.843,-1.2504,22.32,24.12,1.078,70.2,B
2018-12-31,2018,12,SIM108,Utilities,46.03,45.6,0.9754,0.9356,0.151,0.037,-0.172,-1.8319,10.19,16.21,0.916,36.02,AA
2018-12-31,2018,12,SIM109,Information Technology,46.28,45.87,0.9969,0.959,7.535,1.6371,6.816,-4.6508,12.47,26.76,0.914,97.26,AA
2018-12-31,2018,12,SIM110,Health Care,44.73,45.08,0.8596,0.8889,-2.209,-0.4744,-3.484,-5.4067,15.28,20.57,0.92,229.04,AA
2018-12-31,2018,12,SIM111,Industrials,49.77,50.64,1.3073,1.3857,-5.0,-1.0791,-4.975,-2.0076,13.79,14.78,0.875,61.91,AAA
2018-12-31,2018,12,SIM112,Industrials,24.06,21.18,-0.9754,-1.2474,4.032,0.8781,8.061,-7.6563,16.97,20.38,1.112,90.35,B
2018-12-31,2018,12,SIM113,Consumer Staples,36.57,36.28,0.1347,0.1022,-3.652,-0.7871,-2.566,-11.3199,9.62,16.92,0.991,236.47,BBB
2018-12-31,2018,12,SIM114,Industrials,36.45,37.73,0.1244,0.2319,-1.308,-0.2791,-6.463,-7.0712,21.3,30.17,0.979,2.21,BBB
2018-12-31,2018,12,SIM115,Financial Services,34.96,36.57,-0.0081,0.1279,6.613,1.4373,4.581,-3.8839,17.75,20.19,0.988,909.79,BBB
2018-12-31,2018,12,SIM116,Materials,29.58,28.92,-0.4856,-0.5553,-6.47,-1.3977,-8.153,-15.0673,28.52,37.43,1.05,45.19,BB
2018-12-31,2018,12,SIM117,Real Estate,51.79,51.99,1.4862,1.506,-0.783,-0.1653,-2.045,-11.092,19.17,16.72,0.864,15.09,AAA
2018-12-31,2018,12,SIM118,Consumer Discretionary,33.72,31.93,-0.1182,-0.2864,-1.515,-0.324,-0.796,-18.2428,28.39,27.09,1.026,26.51,BBB
2018-12-31,2018,12,SIM119,Financial Services,32.44,30.79,-0.2315,-0.3887,-2.362,-0.5074,-2.125,-2.6514,18.95,15.6,1.035,403.89,BBB
2018-12-31,2018,12,SIM120,Utilities,31.04,31.42,-0.3556,-0.332,4.237,0.9224,6.608,-16.7128,14.53,18.57,1.03,14.95,BB
2018-12-31,2018,12,SIM121,Utilities,34.92,35.67,-0.0115,0.0482,-5.071,-1.0946,-5.945,-19.4364,26.12,30.48,0.996,30.77,BBB
2018-12-31,2018,12,SIM122,Industrials,8.32,9.51,-2.373,-2.2907,5.966,1.2971,6.062,-8.932,18.03,21.26,1.206,68.99,CCC
2018-12-31,2018,12,SIM123,Communication Services,33.37,32.84,-0.1493,-0.2052,2.041,0.4465,4.221,-7.356,10.94,22.48,1.018,177.22,BBB
2018-12-31,2018,12,SIM124,Communication Services,42.73,39.17,0.6817,0.3605,-6.793,-1.4678,-4.619,-5.0408,12.83,20.42,0.968,267.67,A
2018-12-31,2018,12,SIM125,Consumer Discretionary,48.73,49.19,1.2152,1.2562,6.782,1.4741,6.728,-4.3134,10.94,19.43,0.887,57.91,AA
2018-12-31,2018,12,SIM126,Industrials,28.64,27.35,-0.5694,-0.6959,1.229,0.2706,1.227,-2.5713,15.69,24.83,1.063,107.93,BB
2018-12-31,2018,12,SIM127,Industrials,32.88,31.98,-0.1928,-0.2817,1.661,0.3642,1.105,-8.8044,23.06,22.3,1.025,29.57,BBB
2018-12-31,2018,12,SIM128,Consumer Discretionary,40.04,40.7,0.443,0.4978,0.282,0.0654,0.726,-3.5192,24.29,21.06,0.955,176.72,A
2018-12-31,2018,12,SIM129,Financial Services,8.93,9.13,-2.3193,-2.3247,-1.461,-0.3122,0.349,4.7391,39.85,21.42,1.209,36.72,CCC
2018-12-31,2018,12,SIM130,Information Technology,52.48,51.93,1.5477,1.5008,-0.005,0.0032,0.389,-9.5789,29.92,21.48,0.865,15.66,AAA
2018-12-31,2018,12,SIM131,Consumer Discretionary,21.97,23.37,-1.1612,-1.0512,-1.042,-0.2215,-1.751,-11.0906,17.43,24.59,1.095,308.53,B
2018-12-31,2018,12,SIM132,Utilities,38.75,39.47,0.3286,0.3877,-0.654,-0.1374,-1.742,-2.6298,10.71,23.26,0.965,254.41,A
2018-12-31,2018,12,SIM133,Communication Services,49.35,48.2,1.2698,1.1675,-4.168,-0.8988,-2.31,0.2278,21.67,28.38,0.895,43.9,AA
2018-12-31,2018,12,SIM134,Health Care,18.14,16.39,-1.5015,-1.6755,0.345,0.0791,1.924,-0.3477,16.08,26.57,1.151,217.18,CCC
2018-12-31,2018,12,SIM135,Real Estate,42.13,44.4,0.6289,0.8277,-3.752,-0.8088,-5.985,-2.9881,12.88,16.61,0.926,445.58,A
2018-12-31,2018,12,SIM136,Health Care,27.46,26.83,-0.6737,-0.7421,-9.815,-2.1225,-12.409,-5.7975,14.94,24.79,1.067,150.0,BB
2018-12-31,2018,12,SIM137,Materials,18.71,18.46,-1.4508,-1.4901,-5.531,-1.1941,-4.833,-2.3062,26.87,31.91,1.134,103.9,CCC
2018-12-31,2018,12,SIM138,Industrials,23.91,24.35,-0.9885,-0.9639,1.14,0.2514,0.006,-8.8234,16.85,31.09,1.087,158.19,B
2018-12-31,2018,12,SIM139,Communication Services,46.27,46.64,0.9961,1.0283,-4.189,-0.9034,-6.397,0.8068,21.57,42.34,0.907,83.02,AA
2018-12-31,2018,12,SIM140,Information Technology,28.39,28.18,-0.5915,-0.6216,-5.293,-1.1427,-5.887,-7.4851,25.69,46.75,1.056,135.29,BB
2018-12-31,2018,12,SIM141,Industrials,34.49,33.96,-0.0498,-0.1052,0.506,0.114,0.564,0.3917,27.92,26.55,1.009,29.04,BBB
2018-12-31,2018,12,SIM142,Industrials,47.71,46.22,1.124,0.9906,11.973,2.5989,13.922,-0.3453,21.11,37.22,0.911,31.62,AA
2018-12-31,2018,12,SIM143,Consumer Staples,32.38,31.26,-0.2372,-0.3461,3.746,0.8162,5.621,-10.5733,18.38,11.18,1.031,130.79,BBB
2018-12-31,2018,12,SIM144,Consumer Staples,41.17,42.75,0.5435,0.681,4.669,1.0161,0.641,-6.1207,12.12,17.35,0.939,8.11,A
